#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Felis catus","Eukaryota;Animals;Mammals","Fca126","SAMN19729387","PRJNA773801","GCA_018350175.1"," Chromosome",2425.75,41.8091,"chromosome A1:NC_058368.1/CM031412.1; chromosome A2:NC_058369.1/CM031413.1; chromosome A3:NC_058370.1/CM031414.1; chromosome B1:NC_058371.1/CM031415.1; chromosome B2:NC_058372.1/CM031416.1; chromosome B3:NC_058373.1/CM031417.1; chromosome B4:NC_058374.1/CM031418.1; chromosome C1:NC_058375.1/CM031419.1; chromosome C2:NC_058376.1/CM031420.1; chromosome D1:NC_058377.1/CM031421.1; chromosome D2:NC_058378.1/CM031422.1; chromosome D3:NC_058379.1/CM031423.1; chromosome D4:NC_058380.1/CM031424.1; chromosome E1:NC_058381.1/CM031425.1; chromosome E2:NC_058382.1/CM031426.1; chromosome E3:NC_058383.1/CM031427.1; chromosome F1:NC_058384.1/CM031428.1; chromosome F2:NC_058385.1/CM031429.1; chromosome X:NC_058386.1/CM031411.1; mitochondrion MT:NC_001700.1/","JAFEKA01",71,71463,"2021-05-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/350/175/GCA_018350175.1_F.catus_Fca126_mat1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/350/175/GCF_018350175.1_F.catus_Fca126_mat1.0"
"Xenopus tropicalis","Eukaryota;Animals;Amphibians","Nigerian","SAMN13041969","PRJNA577946","GCA_000004195.4"," Chromosome",1451.3,40.7533,"chromosome 1:NC_030677.2/CM004443.2; chromosome 2:NC_030678.2/CM004444.2; chromosome 3:NC_030679.2/CM004445.2; chromosome 4:NC_030680.2/CM004446.2; chromosome 5:NC_030681.2/CM004447.2; chromosome 6:NC_030682.2/CM004448.2; chromosome 7:NC_030683.2/CM004449.2; chromosome 8:NC_030684.2/CM004450.2; chromosome 9:NC_030685.2/CM004451.2; chromosome 10:NC_030686.2/CM004452.2; mitochondrion MT:NC_006839.1/","AAMC04",167,45099,"2009-11-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/004/195/GCA_000004195.4_UCB_Xtro_10.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/004/195/GCF_000004195.4_UCB_Xtro_10.0"
"Xenopus laevis","Eukaryota;Animals;Amphibians","J_2021","SAMN18035302","PRJNA338693","GCA_017654675.1"," Chromosome",2742.47,39.3485,"chromosome 1L:NC_054371.1/CM030340.1; chromosome 1S:NC_054372.1/CM030341.1; chromosome 2L:NC_054373.1/CM030342.1; chromosome 2S:NC_054374.1/CM030343.1; chromosome 3L:NC_054375.1/CM030344.1; chromosome 3S:NC_054376.1/CM030345.1; chromosome 4L:NC_054377.1/CM030346.1; chromosome 4S:NC_054378.1/CM030347.1; chromosome 5L:NC_054379.1/CM030348.1; chromosome 5S:NC_054380.1/CM030349.1; chromosome 6L:NC_054381.1/CM030350.1; chromosome 6S:NC_054382.1/CM030351.1; chromosome 7L:NC_054383.1/CM030352.1; chromosome 7S:NC_054384.1/CM030353.1; chromosome 8L:NC_054385.1/CM030354.1; chromosome 8S:NC_054386.1/CM030355.1; chromosome 9_10L:NC_054387.1/CM030356.1; chromosome 9_10S:NC_054388.1/CM030357.1; mitochondrion MT:NC_001573.1/","JAGEVR01",55,72913,"2021-03-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/654/675/GCA_017654675.1_Xenopus_laevis_v10.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/654/675/GCF_017654675.1_Xenopus_laevis_v10.1"
"Bos taurus","Eukaryota;Animals;Mammals","L1 Dominette 01449 registration number 42190680","SAMN03145444","PRJNA450837","GCA_002263795.2"," Chromosome",2715.85,41.9362,"chromosome 1:NC_037328.1/CM008168.2; chromosome 2:NC_037329.1/CM008169.2; chromosome 3:NC_037330.1/CM008170.2; chromosome 4:NC_037331.1/CM008171.2; chromosome 5:NC_037332.1/CM008172.2; chromosome 6:NC_037333.1/CM008173.2; chromosome 7:NC_037334.1/CM008174.2; chromosome 8:NC_037335.1/CM008175.2; chromosome 9:NC_037336.1/CM008176.2; chromosome 10:NC_037337.1/CM008177.2; chromosome 11:NC_037338.1/CM008178.2; chromosome 12:NC_037339.1/CM008179.2; chromosome 13:NC_037340.1/CM008180.2; chromosome 14:NC_037341.1/CM008181.2; chromosome 15:NC_037342.1/CM008182.2; chromosome 16:NC_037343.1/CM008183.2; chromosome 17:NC_037344.1/CM008184.2; chromosome 18:NC_037345.1/CM008185.2; chromosome 19:NC_037346.1/CM008186.2; chromosome 20:NC_037347.1/CM008187.2; chromosome 21:NC_037348.1/CM008188.2; chromosome 22:NC_037349.1/CM008189.2; chromosome 23:NC_037350.1/CM008190.2; chromosome 24:NC_037351.1/CM008191.2; chromosome 25:NC_037352.1/CM008192.2; chromosome 26:NC_037353.1/CM008193.2; chromosome 27:NC_037354.1/CM008194.2; chromosome 28:NC_037355.1/CM008195.2; chromosome 29:NC_037356.1/CM008196.2; chromosome X:NC_037357.1/CM008197.2; mitochondrion MT:NC_006853.1/CM008198.1","NKLS02",2211,63696,"2017-08-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/263/795/GCA_002263795.2_ARS-UCD1.2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/263/795/GCF_002263795.1_ARS-UCD1.2"
"Ovis aries","Eukaryota;Animals;Mammals","OAR_USU_Benz2616","SAMN17575729","PRJNA739192","GCA_016772045.1"," Chromosome",2628.15,41.9869,"chromosome 1:NC_056054.1/CM028704.1; chromosome 2:NC_056055.1/CM028705.1; chromosome 3:NC_056056.1/CM028706.1; chromosome 4:NC_056057.1/CM028707.1; chromosome 5:NC_056058.1/CM028708.1; chromosome 6:NC_056059.1/CM028709.1; chromosome 7:NC_056060.1/CM028710.1; chromosome 8:NC_056061.1/CM028711.1; chromosome 9:NC_056062.1/CM028712.1; chromosome 10:NC_056063.1/CM028713.1; chromosome 11:NC_056064.1/CM028714.1; chromosome 12:NC_056065.1/CM028715.1; chromosome 13:NC_056066.1/CM028716.1; chromosome 14:NC_056067.1/CM028717.1; chromosome 15:NC_056068.1/CM028718.1; chromosome 16:NC_056069.1/CM028719.1; chromosome 17:NC_056070.1/CM028720.1; chromosome 18:NC_056071.1/CM028721.1; chromosome 19:NC_056072.1/CM028722.1; chromosome 20:NC_056073.1/CM028723.1; chromosome 21:NC_056074.1/CM028724.1; chromosome 22:NC_056075.1/CM028725.1; chromosome 23:NC_056076.1/CM028726.1; chromosome 24:NC_056077.1/CM028727.1; chromosome 25:NC_056078.1/CM028728.1; chromosome 26:NC_056079.1/CM028729.1; chromosome X:NC_056080.1/CM028730.1; mitochondrion MT:NC_001941.1/CM028731.1","JAEVFA01",142,60628,"2021-01-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/772/045/GCA_016772045.1_ARS-UI_Ramb_v2.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/772/045/GCF_016772045.1_ARS-UI_Ramb_v2.0"
"Sus scrofa","Eukaryota;Animals;Mammals","TJ Tabasco","SAMN02953785","PRJNA13421","GCA_000003025.6"," Chromosome",2501.91,41.971,"chromosome 1:NC_010443.5/CM000812.5; chromosome 2:NC_010444.4/CM000813.5; chromosome 3:NC_010445.4/CM000814.5; chromosome 4:NC_010446.5/CM000815.5; chromosome 5:NC_010447.5/CM000816.5; chromosome 6:NC_010448.4/CM000817.5; chromosome 7:NC_010449.5/CM000818.5; chromosome 8:NC_010450.4/CM000819.5; chromosome 9:NC_010451.4/CM000820.5; chromosome 10:NC_010452.4/CM000821.5; chromosome 11:NC_010453.5/CM000822.5; chromosome 12:NC_010454.4/CM000823.5; chromosome 13:NC_010455.5/CM000824.5; chromosome 14:NC_010456.5/CM000825.5; chromosome 15:NC_010457.5/CM000826.5; chromosome 16:NC_010458.4/CM000827.5; chromosome 17:NC_010459.5/CM000828.5; chromosome 18:NC_010460.4/CM000829.5; chromosome X:NC_010461.5/CM000830.5; chromosome Y:NC_010462.3/LT634572.1; mitochondrion MT:NC_000845.1/","AEMK02",706,63577,"2008-07-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/003/025/GCA_000003025.6_Sscrofa11.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/025/GCF_000003025.6_Sscrofa11.1"
"Canis lupus familiaris","Eukaryota;Animals;Mammals","SID07034","SAMN14478636","PRJNA681562","GCA_014441545.1"," Chromosome",2396.86,41.2374,"chromosome 1:NC_051805.1/CM025100.1; chromosome 2:NC_051806.1/CM025101.1; chromosome 3:NC_051807.1/CM025102.1; chromosome 4:NC_051808.1/CM025103.1; chromosome 5:NC_051809.1/CM025104.1; chromosome 6:NC_051810.1/CM025105.1; chromosome 7:NC_051811.1/CM025106.1; chromosome 8:NC_051812.1/CM025107.1; chromosome 9:NC_051813.1/CM025108.1; chromosome 10:NC_051814.1/CM025109.1; chromosome 11:NC_051815.1/CM025110.1; chromosome 12:NC_051816.1/CM025111.1; chromosome 13:NC_051817.1/CM025112.1; chromosome 14:NC_051818.1/CM025113.1; chromosome 15:NC_051819.1/CM025114.1; chromosome 16:NC_051820.1/CM025115.1; chromosome 17:NC_051821.1/CM025116.1; chromosome 18:NC_051822.1/CM025117.1; chromosome 19:NC_051823.1/CM025118.1; chromosome 20:NC_051824.1/CM025119.1; chromosome 21:NC_051825.1/CM025120.1; chromosome 22:NC_051826.1/CM025121.1; chromosome 23:NC_051827.1/CM025122.1; chromosome 24:NC_051828.1/CM025123.1; chromosome 25:NC_051829.1/CM025124.1; chromosome 26:NC_051830.1/CM025125.1; chromosome 27:NC_051831.1/CM025126.1; chromosome 28:NC_051832.1/CM025127.1; chromosome 29:NC_051833.1/CM025128.1; chromosome 30:NC_051834.1/CM025129.1; chromosome 31:NC_051835.1/CM025130.1; chromosome 32:NC_051836.1/CM025131.1; chromosome 33:NC_051837.1/CM025132.1; chromosome 34:NC_051838.1/CM025133.1; chromosome 35:NC_051839.1/CM025134.1; chromosome 36:NC_051840.1/CM025135.1; chromosome 37:NC_051841.1/CM025136.1; chromosome 38:NC_051842.1/CM025137.1; chromosome X:NC_051843.1/CM025138.1; chromosome Y:NC_051844.1/CM025139.1; mitochondrion MT:CM025140.1","JAAUVH01",376,66768,"2020-09-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/441/545/GCA_014441545.1_ROS_Cfam_1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/441/545/GCF_014441545.1_ROS_Cfam_1.0"
"Strongylocentrotus purpuratus","Eukaryota;Animals;Other Animals","Spur 01","SAMN00829422","PRJNA10736","GCA_000002235.4","Scaffold",921.856,37.4001,"mitochondrion MT:NC_001453.1/","AAGJ06",871,38439,"2005-03-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/002/235/GCA_000002235.4_Spur_5.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/235/GCF_000002235.5_Spur_5.0"
"Populus trichocarpa","Eukaryota;Plants;Land Plants","Nisqually-1","SAMN02953657","PRJNA10772","GCA_000002775.3"," Chromosome",434.29,34.1468,"chromosome 1:NC_037285.1/CM009290.1; chromosome 2:NC_037286.1/CM009291.1; chromosome 3:NC_037287.1/CM009292.1; chromosome 4:NC_037288.1/CM009293.1; chromosome 5:NC_037289.1/CM009294.1; chromosome 6:NC_037290.1/CM009295.1; chromosome 7:NC_037291.1/CM009296.1; chromosome 8:NC_037292.1/CM009297.1; chromosome 9:NC_037293.1/CM009298.1; chromosome 10:NC_037294.1/CM009299.1; chromosome 11:NC_037295.1/CM009300.1; chromosome 12:NC_037296.1/CM009301.1; chromosome 13:NC_037297.1/CM009302.1; chromosome 14:NC_037298.1/CM009303.1; chromosome 15:NC_037299.1/CM009304.1; chromosome 16:NC_037300.1/CM009305.1; chromosome 17:NC_037301.1/CM009306.1; chromosome 18:NC_037302.1/CM009307.1; chromosome 19:NC_037303.1/CM009308.1; chloroplast Pltd:NC_009143.1/","AARH03",1694,51717,"2006-09-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/002/775/GCA_000002775.3_Pop_tri_v3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/775/GCF_000002775.4_Pop_tri_v3"
"Sorghum bicolor","Eukaryota;Plants;Land Plants","","SAMN02953738","PRJNA13876","GCA_000003195.3"," Chromosome",709.345,44.1611,"chromosome 1:NC_012870.2/CM000760.3; chromosome 2:NC_012871.2/CM000761.3; chromosome 3:NC_012872.2/CM000762.3; chromosome 4:NC_012873.2/CM000763.3; chromosome 5:NC_012874.2/CM000764.3; chromosome 6:NC_012875.2/CM000765.3; chromosome 7:NC_012876.2/CM000766.3; chromosome 8:NC_012877.2/CM000767.3; chromosome 9:NC_012878.2/CM000768.3; chromosome 10:NC_012879.2/CM000769.3; mitochondrion MT:NC_008360.1/; chloroplast Pltd:NC_008602.1/","ABXC03",869,39248,"2009-05-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/003/195/GCA_000003195.3_Sorghum_bicolor_NCBIv3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/195/GCF_000003195.3_Sorghum_bicolor_NCBIv3"
"Ornithorhynchus anatinus","Eukaryota;Animals;Mammals","Pmale09","SAMN08537700","PRJNA534073","GCA_004115215.4"," Chromosome",1859.28,46.1721,"chromosome 1:NC_041728.1/CM014200.1; chromosome 2:NC_041729.1/CM014201.1; chromosome 3:NC_041730.1/CM014202.1; chromosome 4:NC_041731.1/CM014203.1; chromosome 5:NC_041732.1/CM014204.1; chromosome 6:NC_041733.1/CM014205.1; chromosome 7:NC_041734.1/CM014206.1; chromosome 8:NC_041735.1/CM014207.1; chromosome 9:NC_041736.1/CM014208.1; chromosome 10:NC_041737.1/CM014209.1; chromosome 11:NC_041738.1/CM014210.1; chromosome 12:NC_041739.1/CM014211.1; chromosome 13:NC_041740.1/CM014212.1; chromosome 14:NC_041741.1/CM014213.1; chromosome 15:NC_041742.1/CM014214.1; chromosome 16:NC_041743.1/CM014215.1; chromosome 17:NC_041744.1/CM014216.1; chromosome 18:NC_041745.1/CM014217.1; chromosome 19:NC_041746.1/CM014218.1; chromosome 20:NC_041747.1/CM014219.1; chromosome 21:NC_041748.1/CM014220.1; chromosome X1:NC_041749.1/CM014221.1; chromosome X2:NC_041750.1/CM014222.1; chromosome X3:NC_041751.1/CM014223.1; chromosome X4:NC_041752.1/CM014224.1; chromosome X5:NC_041753.1/CM014225.1; chromosome Y1:NC_053175.1/CM022557.1; chromosome Y2:NC_053176.1/CM026824.1; chromosome Y3:NC_053177.1/CM026825.1; chromosome Y4:NC_053178.1/CM022558.1; chromosome Y5:NC_053179.1/CM026826.1; mitochondrion MT:NC_000891.1/CM016609.2","RZJT02",322,38747,"2019-01-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/115/215/GCA_004115215.4_mOrnAna1.pri.v4","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/115/215/GCF_004115215.2_mOrnAna1.pri.v4"
"Gallus gallus","Eukaryota;Animals;Birds","bGalGal1","SAMN15960293","PRJNA698609","GCA_016699485.1"," Chromosome",1053.33,42.2233,"chromosome 1:NC_052532.1/CM028482.1; chromosome 2:NC_052533.1/CM028483.1; chromosome 3:NC_052534.1/CM028484.1; chromosome 4:NC_052535.1/CM028485.1; chromosome 5:NC_052536.1/CM028486.1; chromosome 6:NC_052537.1/CM028487.1; chromosome 7:NC_052538.1/CM028488.1; chromosome 8:NC_052539.1/CM028489.1; chromosome 9:NC_052540.1/CM028490.1; chromosome 10:NC_052541.1/CM028491.1; chromosome 11:NC_052542.1/CM028492.1; chromosome 12:NC_052543.1/CM028493.1; chromosome 13:NC_052544.1/CM028494.1; chromosome 14:NC_052545.1/CM028495.1; chromosome 15:NC_052546.1/CM028496.1; chromosome 16:NC_052547.1/CM028497.1; chromosome 17:NC_052548.1/CM028498.1; chromosome 18:NC_052549.1/CM028499.1; chromosome 19:NC_052550.1/CM028500.1; chromosome 20:NC_052551.1/CM028501.1; chromosome 21:NC_052552.1/CM028502.1; chromosome 22:NC_052553.1/CM028503.1; chromosome 23:NC_052554.1/CM028504.1; chromosome 24:NC_052555.1/CM028505.1; chromosome 25:NC_052556.1/CM028506.1; chromosome 26:NC_052557.1/CM028507.1; chromosome 27:NC_052558.1/CM028508.1; chromosome 28:NC_052559.1/CM028509.1; chromosome 29:NC_052560.1/CM028510.1; chromosome 30:NC_052561.1/CM028511.1; chromosome 31:NC_052562.1/CM028512.1; chromosome 32:NC_052563.1/CM028513.1; chromosome 33:NC_052564.1/CM028514.1; chromosome 34:NC_052565.1/CM028515.1; chromosome 35:NC_052566.1/CM028516.1; chromosome 36:NC_052567.1/CM028517.1; chromosome 37:NC_052568.1/CM028518.1; chromosome 38:NC_052569.1/CM028519.1; chromosome 39:NC_052570.1/CM028520.1; chromosome W:NC_052571.1/CM028521.1; chromosome Z:NC_052572.1/CM028522.1; mitochondrion MT:NC_053523.1/CM028585.1","JAENSK01",214,59256,"2021-01-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/699/485/GCA_016699485.1_bGalGal1.mat.broiler.GRCg7b","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/699/485/GCF_016699485.2_bGalGal1.mat.broiler.GRCg7b"
"Meleagris gallopavo","Eukaryota;Animals;Birds","NT-WF06-2002-E0010","SAMN02981253","PRJNA42129","GCA_000146605.4"," Chromosome",1115.47,41.6144,"chromosome 1:NC_015011.2/CM000962.2; chromosome 2:NC_015012.2/CM000963.2; chromosome 3:NC_015013.2/CM000964.2; chromosome 4:NC_015014.2/CM000965.2; chromosome 5:NC_015015.2/CM000966.2; chromosome 6:NC_015016.2/CM000967.2; chromosome 7:NC_015017.2/CM000968.2; chromosome 8:NC_015018.2/CM000969.2; chromosome 9:NC_015019.2/CM000970.2; chromosome 10:NC_015020.2/CM000971.2; chromosome 11:NC_015021.2/CM000972.2; chromosome 12:NC_015022.2/CM000973.2; chromosome 13:NC_015023.2/CM000974.2; chromosome 14:NC_015024.2/CM000975.2; chromosome 15:NC_015025.2/CM000976.2; chromosome 16:NC_015026.2/CM000977.2; chromosome 17:NC_015027.2/CM000978.2; chromosome 18:NC_015028.2/CM000979.2; chromosome 19:NC_015029.2/CM000980.2; chromosome 20:NC_015030.2/CM000981.2; chromosome 21:NC_015031.2/CM000982.2; chromosome 22:NC_015032.2/CM000983.2; chromosome 23:NC_015033.2/CM000984.2; chromosome 24:NC_015034.2/CM000985.2; chromosome 25:NC_015035.2/CM000986.2; chromosome 26:NC_015036.2/CM000987.2; chromosome 27:NC_015037.2/CM000988.2; chromosome 28:NC_015038.2/CM000989.2; chromosome 29:NC_015039.2/CM000990.2; chromosome 30:NC_015040.2/CM000991.2; chromosome Z:NC_015041.2/CM000993.2; chromosome W:NC_015042.2/CM000992.2; mitochondrion MT:NC_010195.2/JF275060.1","ADDD02",187695,29667,"2010-09-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/146/605/GCA_000146605.4_Turkey_5.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/146/605/GCF_000146605.3_Turkey_5.1"
"Apteryx haastii","Eukaryota;Animals;Birds","R29945","SAMN08476452","PRJNA433110","GCA_003342985.1","Scaffold",1221.44,40.8,,"PTFD01",4183,0,"2018-07-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/342/985/GCA_003342985.1_aptHaa1",
"Rhea pennata","Eukaryota;Animals;Birds","206185","SAMN08476461","PRJNA433110","GCA_003342835.1","Scaffold",1168.29,40.3,,"PTJI01",3019,0,"2018-07-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/342/835/GCA_003342835.1_rhePen1",
"Arenaria interpres","Eukaryota;Animals;Birds","B10K-DU-005-73","SAMN12253884","PRJNA545868","GCA_013399435.1","Scaffold",1124.62,41.8,,"VXAK01",46803,13872,"2020-07-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/399/435/GCA_013399435.1_ASM1339943v1",
"Struthio camelus australis","Eukaryota;Animals;Birds","BGI_N308","SAMN02316164","PRJNA263340","GCA_000698965.1","Scaffold",1225.04,41.3,"mitochondrion MT:NC_002785.1/","JJRT01",6915,25438,"2014-05-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/698/965/GCA_000698965.1_ASM69896v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/698/965/GCF_000698965.1_ASM69896v1"
"Dromaius novaehollandiae","Eukaryota;Animals;Birds","6597","SAMN08476457","PRJNA484763","GCA_003342905.1","Scaffold",1192.25,41.7,"mitochondrion MT:NC_002784.1/","PTEY01",2778,31311,"2018-07-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/342/905/GCA_003342905.1_droNov1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/342/905/GCF_003342905.1_droNov1"
"Coturnix japonica","Eukaryota;Animals;Birds","7356","SAMN03989050","PRJNA314147","GCA_001577835.2"," Chromosome",927.657,41.3681,"chromosome 1:NC_029516.1/CM003781.1; chromosome 2:NC_029517.1/CM003782.1; chromosome 3:NC_029518.1/CM003783.1; chromosome 4:NC_029519.1/CM003784.1; chromosome 5:NC_029520.1/CM003785.1; chromosome 6:NC_029521.1/CM003786.1; chromosome 7:NC_029522.1/CM003787.1; chromosome 8:NC_029523.1/CM003788.1; chromosome 9:NC_029524.1/CM003789.1; chromosome 10:NC_029525.1/CM003790.1; chromosome 11:NC_029526.1/CM003791.1; chromosome 12:NC_029527.1/CM003792.1; chromosome 13:NC_029528.1/CM003793.1; chromosome 14:NC_029529.1/CM003794.1; chromosome 15:NC_029530.1/CM003795.1; chromosome 16:NC_029531.1/CM003796.1; chromosome 17:NC_029532.1/CM003797.1; chromosome 18:NC_029533.1/CM003798.1; chromosome 19:NC_029534.1/CM003799.1; chromosome 20:NC_029535.1/CM003800.1; chromosome 21:NC_029536.1/CM003801.1; chromosome 22:NC_029537.1/CM003802.1; chromosome 23:NC_029538.1/CM003803.1; chromosome 24:NC_029539.1/CM003804.1; chromosome 25:NC_029540.1/CM003805.1; chromosome 26:NC_029541.1/CM003806.1; chromosome 27:NC_029542.1/CM003807.1; chromosome 28:NC_029543.1/CM003808.1; chromosome Z:NC_029547.1/CM003812.1; linkage group LGE22C19W28_E50C23:NC_029544.1/CM003809.1; linkage group LGE64:NC_029545.1/CM003810.1; mitochondrion MT:NC_003408.1/","LSZS01",2531,40894,"2016-02-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/577/835/GCA_001577835.2_Coturnix_japonica_2.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/577/835/GCF_001577835.2_Coturnix_japonica_2.1"
"Eudromia elegans","Eukaryota;Animals;Birds","44215","SAMN08476458","PRJNA433110","GCA_003342815.1","Scaffold",955.515,41.8,,"PTEX01",2364,0,"2018-07-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/342/815/GCA_003342815.1_eudEle1",
"Anomalopteryx didiformis","Eukaryota;Animals;Birds","TW95","SAMN08482543","PRJNA433423","GCA_006937325.1","Scaffold",1190.76,32,,"SZQC01",1909,0,"2019-07-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/937/325/GCA_006937325.1_anoDid_nucDNA_orig",
"Ciconia boyciana","Eukaryota;Animals;Birds","2881A","SAMD00050841","PRJDB4709","GCA_002002965.1","Scaffold",1364.95,42.1,,"BDFF01",505419,0,"2016-07-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/002/965/GCA_002002965.1_Ciconia_boyciana_ver1.0",
"Vidua chalybeata","Eukaryota;Animals;Birds","OUT-0048","SAMN12254000","PRJNA545868","GCA_013398495.1","Scaffold",1073.58,41.8,,"WBNB01",3351,14634,"2020-07-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/398/495/GCA_013398495.1_ASM1339849v1",
"Falco peregrinus","Eukaryota;Animals;Birds","","SAMN02981425","PRJNA198010","GCA_000337955.1","Scaffold",1171.97,41.8,"mitochondrion MT:NC_000878.1/","AKMT01",7021,31140,"2013-02-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/955/GCA_000337955.1_F_peregrinus_v1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/955/GCF_000337955.1_F_peregrinus_v1.0"
"Casuarius casuarius","Eukaryota;Animals;Birds","B32419","SAMN08476455","PRJNA433110","GCA_003342895.1","Scaffold",1209,41.4,,"PTFA01",3184,0,"2018-07-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/342/895/GCA_003342895.1_casCas1",
"Rhea americana","Eukaryota;Animals;Birds","MKP2758","SAMN08476460","PRJNA433110","GCA_003343005.1","Scaffold",1160.84,40.2,,"PTEV01",2162,0,"2018-07-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/343/005/GCA_003343005.1_rheAme1",
"Equus caballus","Eukaryota;Animals;Mammals","Twilight","SAMN02953672","PRJNA421018","GCA_002863925.1"," Chromosome",2506.97,41.5271,"chromosome 1:NC_009144.3/CM009148.1; chromosome 2:NC_009145.3/CM009149.1; chromosome 3:NC_009146.3/CM009150.1; chromosome 4:NC_009147.3/CM009151.1; chromosome 5:NC_009148.3/CM009152.1; chromosome 6:NC_009149.3/CM009153.1; chromosome 7:NC_009150.3/CM009154.1; chromosome 8:NC_009151.3/CM009155.1; chromosome 9:NC_009152.3/CM009156.1; chromosome 10:NC_009153.3/CM009157.1; chromosome 11:NC_009154.3/CM009158.1; chromosome 12:NC_009155.3/CM009159.1; chromosome 13:NC_009156.3/CM009160.1; chromosome 14:NC_009157.3/CM009161.1; chromosome 15:NC_009158.3/CM009162.1; chromosome 16:NC_009159.3/CM009163.1; chromosome 17:NC_009160.3/CM009164.1; chromosome 18:NC_009161.3/CM009165.1; chromosome 19:NC_009162.3/CM009166.1; chromosome 20:NC_009163.3/CM009167.1; chromosome 21:NC_009164.3/CM009168.1; chromosome 22:NC_009165.3/CM009169.1; chromosome 23:NC_009166.3/CM009170.1; chromosome 24:NC_009167.3/CM009171.1; chromosome 25:NC_009168.3/CM009172.1; chromosome 26:NC_009169.3/CM009173.1; chromosome 27:NC_009170.3/CM009174.1; chromosome 28:NC_009171.3/CM009175.1; chromosome 29:NC_009172.3/CM009176.1; chromosome 30:NC_009173.3/CM009177.1; chromosome 31:NC_009174.3/CM009178.1; chromosome X:NC_009175.3/CM009179.1; mitochondrion MT:NC_001640.1/","PJAA01",4701,60900,"2007-06-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/863/925/GCA_002863925.1_EquCab3.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/863/925/GCF_002863925.1_EquCab3.0"
