#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Hordeum vulgare subsp. vulgare","Eukaryota;Plants;Land Plants","","SAMEA6435262","PRJEB35962","GCA_903970725.1"," Chromosome",4837.64,44.8288,"chromosome 1H:LR828139.1; chromosome 2H:LR828140.1; chromosome 3H:LR828141.1; chromosome 4H:LR828142.1; chromosome 5H:LR828143.1; chromosome 6H:LR828144.1; chromosome 7H:LR828145.1","CAJCJR01",322406,0,"2020-07-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/970/725/GCA_903970725.1_barley_shape_hor_3365",
"Oryza sativa","Eukaryota;Plants;Land Plants","","SAMN10564385","PRJNA509165","GCA_009914875.1"," Chromosome",387.484,43.634,"chromosome 1:CM020876.1; chromosome 2:CM020877.1; chromosome 3:CM020878.1; chromosome 4:CM020879.1; chromosome 5:CM020880.1; chromosome 6:CM020881.1; chromosome 7:CM020882.1; chromosome 8:CM020883.1; chromosome 9:CM020884.1; chromosome 10:CM020885.1; chromosome 11:CM020886.1; chromosome 12:CM020887.1","RWKJ01",112,0,"2020-01-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/914/875/GCA_009914875.1_OsIR64RS1",
"Glycine max","Eukaryota;Plants;Land Plants","","SAMN15516064","PRJNA645754","GCA_015227745.1"," Chromosome",1020.98,35.0949,"chromosome 1:CM026827.1; chromosome 2:CM026828.1; chromosome 3:CM026829.1; chromosome 4:CM026830.1; chromosome 5:CM026831.1; chromosome 6:CM026832.1; chromosome 7:CM026833.1; chromosome 8:CM026834.1; chromosome 9:CM026835.1; chromosome 10:CM026836.1; chromosome 11:CM026837.1; chromosome 12:CM026838.1; chromosome 13:CM026839.1; chromosome 14:CM026840.1; chromosome 15:CM026841.1; chromosome 16:CM026842.1; chromosome 17:CM026843.1; chromosome 18:CM026844.1; chromosome 19:CM026845.1; chromosome 20:CM026846.1","JACDZO01",685,0,"2020-11-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/227/745/GCA_015227745.1_Tianlong1",
"Arabidopsis thaliana","Eukaryota;Plants;Land Plants","","SAMEA5244800","PRJEB30763","GCA_900660825.1"," Chromosome",119.627,36.1052,"chromosome 1:LR215052.1; chromosome 2:LR215053.1; chromosome 3:LR215054.1; chromosome 4:LR215055.1; chromosome 5:LR215056.1","CAACVU01",109,0,"2019-02-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/660/825/GCA_900660825.1_Ath.Ler-0.MPIPZ.v1.0",
"Glycine max","Eukaryota;Plants;Land Plants","","SAMN12622413","PRJNA561626","GCA_014282065.1"," Chromosome",987.26,34.8934,"chromosome 1:CM024813.1; chromosome 2:CM024814.1; chromosome 3:CM024815.1; chromosome 4:CM024816.1; chromosome 5:CM024817.1; chromosome 6:CM024818.1; chromosome 7:CM024819.1; chromosome 8:CM024820.1; chromosome 9:CM024821.1; chromosome 10:CM024822.1; chromosome 11:CM024823.1; chromosome 12:CM024824.1; chromosome 13:CM024825.1; chromosome 14:CM024826.1; chromosome 15:CM024827.1; chromosome 16:CM024828.1; chromosome 17:CM024829.1; chromosome 18:CM024830.1; chromosome 19:CM024831.1; chromosome 20:CM024832.1","WIWX01",249,0,"2020-08-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/282/065/GCA_014282065.1_WHFS_GmHF25_1.0",
"Arabidopsis thaliana","Eukaryota;Plants;Land Plants","","SAMEA5751962","PRJEB31147","GCA_902460305.1"," Chromosome",122.202,36.2377,"chromosome 1:LR699755.1; chromosome 2:LR699756.1; chromosome 3:LR699757.1; chromosome 4:LR699758.1; chromosome 5:LR699759.1","CABPTJ01",184,0,"2019-08-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/460/305/GCA_902460305.1_Arabidopsis_thaliana_Kyo",
"Oryza sativa","Eukaryota;Plants;Land Plants","","SAMN12734271","PRJNA564911","GCA_009829725.1"," Chromosome",395.947,43.6341,"chromosome 1:CM020621.1; chromosome 2:CM020622.1; chromosome 3:CM020623.1; chromosome 4:CM020624.1; chromosome 5:CM020625.1; chromosome 6:CM020626.1; chromosome 7:CM020627.1; chromosome 8:CM020628.1; chromosome 9:CM020629.1; chromosome 10:CM020630.1; chromosome 11:CM020631.1; chromosome 12:CM020632.1","VYYU01",258,0,"2020-01-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/829/725/GCA_009829725.1_ASM982972v1",
"Hordeum vulgare subsp. vulgare","Eukaryota;Plants;Land Plants","","SAMEA8103062","PRJEB43157","GCA_905310525.1"," Chromosome",4064.89,44.3729,"chromosome 1H:HG994374.1; chromosome 2H:HG994375.1; chromosome 3H:HG994376.1; chromosome 4H:HG994377.1; chromosome 5H:HG994378.1; chromosome 6H:HG994379.1; chromosome 7H:HG994380.1","CAJNQB01",52651,0,"2021-03-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/310/525/GCA_905310525.1_barley_shape_golden_promise_1.0",
"Triticum aestivum","Eukaryota;Plants;Land Plants","","SAMEA7089056","PRJEB39554","GCA_903994195.1"," Chromosome",14385,46.0543,"chromosome 1A:LR865500.1; chromosome 1B:LR865501.1; chromosome 1D:LR865502.1; chromosome 2A:LR865503.1; chromosome 2B:LR865504.1; chromosome 2D:LR865505.1; chromosome 3A:LR865506.1; chromosome 3B:LR865507.1; chromosome 3D:LR865508.1; chromosome 4A:LR865509.1; chromosome 4B:LR865510.1; chromosome 4D:LR865511.1; chromosome 5A:LR865512.1; chromosome 5B:LR865513.1; chromosome 5D:LR865514.1; chromosome 6A:LR865515.1; chromosome 6B:LR865516.1; chromosome 6D:LR865517.1; chromosome 7A:LR865518.1; chromosome 7B:LR865519.1; chromosome 7D:LR865520.1","CAJEWQ01",98541,0,"2020-08-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/994/195/GCA_903994195.1_10wheat_assembly_julius",
"Zea mays","Eukaryota;Plants;Land Plants","","SAMEA5313305","PRJEB31061","GCA_902167095.1"," Chromosome",2219.25,46.6705,"chromosome 1:LR624066.1; chromosome 2:LR624067.1; chromosome 3:LR624068.1; chromosome 4:LR624069.1; chromosome 5:LR624070.1; chromosome 6:LR624071.1; chromosome 7:LR624072.1; chromosome 8:LR624073.1; chromosome 9:LR624074.1; chromosome 10:LR624075.1","CABHLK01",1268,0,"2020-01-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/167/095/GCA_902167095.1_Zm-CML322-REFERENCE-NAM-1.0",
"Beta vulgaris subsp. vulgaris","Eukaryota;Plants;Land Plants","","SAMN02690742","PRJNA241492","GCA_000729925.1","Contig",1.15347,44.7,,"JMBQ01",1287,0,"2014-07-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/729/925/GCA_000729925.1_BvulgarisC0t1.0",
"Malus domestica","Eukaryota;Plants;Land Plants","","SAMEA9239977","PRJEB47760","GCA_916614085.1","Contig",627.949,38.2,,"CAKAJQ01",765,0,"2021-09-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/614/085/GCA_916614085.1_drMalDome58.1_alternate_haplotype",
"Solanum tuberosum","Eukaryota;Plants;Land Plants","E4-63","SAMN15402099","PRJNA641265","GCA_014182995.2"," Chromosome",740.244,34.9189,"chromosome 1:CM024411.2; chromosome 2:CM024412.2; chromosome 3:CM024413.2; chromosome 4:CM024414.2; chromosome 5:CM024415.2; chromosome 6:CM024416.2; chromosome 7:CM024417.2; chromosome 8:CM024418.2; chromosome 9:CM024419.2; chromosome 10:CM024420.2; chromosome 11:CM024421.2; chromosome 12:CM024422.2","JACAVS02",312,0,"2020-08-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/182/995/GCA_014182995.2_ASM1418299v2",
"Oryza rufipogon","Eukaryota;Plants;Land Plants","","SAMEA1531313","PRJEB29274","GCA_900609155.1","Contig",0.451183,43.1,,"UXBF01",185,0,"2019-01-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/609/155/GCA_900609155.1_Draft_mitochondrial_genome_of_wild_rice_W0574",
"Cucumis sativus","Eukaryota;Plants;Land Plants","","SAMN15829352","PRJNA657438","GCA_016163745.1"," Chromosome",240.112,33.5081,"chromosome 1:CM028095.1; chromosome 2:CM028096.1; chromosome 3:CM028097.1; chromosome 4:CM028098.1; chromosome 5:CM028099.1; chromosome 6:CM028100.1; chromosome 7:CM028101.1","JACOQW01",748,0,"2020-12-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/163/745/GCA_016163745.1_XTMC_PacBio_assembly",
"Citrus sinensis","Eukaryota;Plants;Land Plants","","SAMN05893359","PRJNA347609","GCA_018104345.1","Scaffold",338.393,35.5,,"MORK01",763,0,"2021-04-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/104/345/GCA_018104345.1_ASM1810434v1",
"Camellia sinensis","Eukaryota;Plants;Land Plants","","SAMN06329939","PRJNA524157","GCA_004153795.1","Scaffold",3105.37,38.7999,"chloroplast Pltd:NC_020019.1/","SDRB01",14028,76698,"2019-02-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/153/795/GCA_004153795.1_AHAU_CSS_1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/153/795/GCF_004153795.1_AHAU_CSS_1"
"Cannabis sativa","Eukaryota;Plants;Land Plants","","SAMN06546749","PRJNA378470","GCA_002090435.1","Contig",512.174,33.6,,"MXBD01",18355,0,"2017-04-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/090/435/GCA_002090435.1_ASM209043v1",
"Raphanus sativus var. caudatus","Eukaryota;Plants;Land Plants","RS01","SAMN15568142","PRJNA646918","GCA_019705895.1"," Chromosome",473.763,36.1809,"chromosome 1:CM033917.1; chromosome 2:CM033918.1; chromosome 3:CM033919.1; chromosome 4:CM033920.1; chromosome 5:CM033921.1; chromosome 6:CM033922.1; chromosome 7:CM033923.1; chromosome 8:CM033924.1; chromosome 9:CM033925.1","JACVEH01",43,0,"2021-08-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/705/895/GCA_019705895.1_IVFCAAS_Rs01_1.0",
"Solanum verrucosum","Eukaryota;Plants;Land Plants","","SAMEA104077226","PRJEB21114","GCA_900185195.1","Scaffold",740.946,0,,"FYAC01",170623,0,"2018-05-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/185/195/GCA_900185195.1_abyss113-mp",
"Solanum verrucosum","Eukaryota;Plants;Land Plants","","SAMEA104077226","PRJEB21120","GCA_900185295.1","Scaffold",728.86,34.1,,"FYAD01",228374,0,"2018-05-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/185/295/GCA_900185295.1_discovar-mp",
"Raphanus sativus","Eukaryota;Plants;Land Plants","","SAMD00008820","PRJDB1517","GCA_000715565.1","Scaffold",402.328,38.3,,"BAUK01",76592,0,"2014-06-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/715/565/GCA_000715565.1_RSA_r1.0",
"Cannabis sativa subsp. indica","Eukaryota;Plants;Land Plants","","SAMN04145444","PRJNA297710","GCA_001510005.1","Contig",595.358,34.6,,"LKUA01",311039,0,"2016-01-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/510/005/GCA_001510005.1_ASM151000v1",
"Citrus sinensis","Eukaryota;Plants;Land Plants","","SAMN02389851","PRJNA225968","GCA_000695605.1","Scaffold",319.225,37.5,,"JJOQ01",12573,51718,"2014-05-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/695/605/GCA_000695605.1_Citrus_sinensis_v1.0",
"Cucumis sativus","Eukaryota;Plants;Land Plants","","SAMN15829361","PRJNA657438","GCA_016161775.1"," Chromosome",234.565,33.2838,"chromosome 1:CM028031.1; chromosome 2:CM028032.1; chromosome 3:CM028033.1; chromosome 4:CM028034.1; chromosome 5:CM028035.1; chromosome 6:CM028036.1; chromosome 7:CM028037.1","JACOQN01",663,0,"2020-12-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/161/775/GCA_016161775.1_Hx14_PacBio_assembly",
"Oryza rufipogon","Eukaryota;Plants;Land Plants","","SAMEA1531132","PRJEB29274","GCA_900609195.1","Contig",0.444689,43.2,,"UXBK01",168,0,"2019-01-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/609/195/GCA_900609195.1_Draft_mitochondrial_genome_of_wild_rice_W1111",
"Solanum tuberosum","Eukaryota;Plants;Land Plants","A6-26","SAMN15402098","PRJNA641265","GCA_014182985.2"," Chromosome",748.219,34.9603,"chromosome 1:CM024423.2; chromosome 2:CM024424.2; chromosome 3:CM024425.2; chromosome 4:CM024426.2; chromosome 5:CM024427.2; chromosome 6:CM024428.2; chromosome 7:CM024429.2; chromosome 8:CM024430.2; chromosome 9:CM024431.2; chromosome 10:CM024432.2; chromosome 11:CM024433.2; chromosome 12:CM024434.2","JACAVR02",452,0,"2020-08-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/182/985/GCA_014182985.2_ASM1418298v2",
"Malus domestica","Eukaryota;Plants;Land Plants","","SAMEA8717325","PRJEB47759","GCA_916614885.2","Contig",575.601,38.1,,"CAKAJS02",872,0,"2021-09-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/614/885/GCA_916614885.2_drMalDome5.2_alternate_haplotype",
"Zea mays","Eukaryota;Plants;Land Plants","","SAMEA5313321","PRJEB31061","GCA_902167205.1"," Chromosome",2215.81,46.7063,"chromosome 1:LR631172.1; chromosome 2:LR631173.1; chromosome 3:LR631174.1; chromosome 4:LR631175.1; chromosome 5:LR631176.1; chromosome 6:LR631177.1; chromosome 7:LR631178.1; chromosome 8:LR631179.1; chromosome 9:LR631180.1; chromosome 10:LR631181.1","CABHLQ01",1045,0,"2020-01-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/167/205/GCA_902167205.1_Zm-Tx303-REFERENCE-NAM-1.0",
"Triticum aestivum","Eukaryota;Plants;Land Plants","","SAMEA7089058","PRJEB39556","GCA_903995565.1"," Chromosome",14433.2,46.1557,"chromosome 1A:LR877309.1; chromosome 1B:LR877310.1; chromosome 1D:LR877311.1; chromosome 2A:LR877312.1; chromosome 2B:LR877313.1; chromosome 2D:LR877314.1; chromosome 3A:LR877315.1; chromosome 3B:LR877316.1; chromosome 3D:LR877317.1; chromosome 4A:LR877318.1; chromosome 4B:LR877319.1; chromosome 4D:LR877320.1; chromosome 5A:LR877321.1; chromosome 5B:LR877322.1; chromosome 5D:LR877323.1; chromosome 6A:LR877324.1; chromosome 6B:LR877325.1; chromosome 6D:LR877326.1; chromosome 7A:LR877327.1; chromosome 7B:LR877328.1; chromosome 7D:LR877329.1","CAJFAH01",106140,0,"2020-08-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/995/565/GCA_903995565.1_10wheat_assembly_landmark1",
"Hordeum vulgare subsp. vulgare","Eukaryota;Plants;Land Plants","","SAMEA5848975","PRJEB33872","GCA_902375235.1"," Chromosome",4830.08,44.5439,"chromosome 1H:LR698837.1; chromosome 2H:LR698838.1; chromosome 3H:LR698839.1; chromosome 4H:LR698840.1; chromosome 5H:LR698841.1; chromosome 6H:LR698842.1; chromosome 7H:LR698843.1","CABLCX01",36793,0,"2019-08-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/375/235/GCA_902375235.1_Morex_v1.0_update_x",
"Oryza sativa","Eukaryota;Plants;Land Plants","","SAMN10380581","PRJNA503892","GCA_004007595.1"," Chromosome",377.604,43.3523,"chromosome 1:CM012941.1; chromosome 2:CM012942.1; chromosome 3:CM012943.1; chromosome 4:CM012944.1; chromosome 5:CM012945.1; chromosome 6:CM012946.1; chromosome 7:CM012947.1; chromosome 8:CM012948.1; chromosome 9:CM012949.1; chromosome 10:CM012950.1; chromosome 11:CM012951.1; chromosome 12:CM012952.1","RPSM01",615,38657,"2019-01-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/007/595/GCA_004007595.1_JHU_CGRice_1.0",
"Glycine max","Eukaryota;Plants;Land Plants","","SAMN19156971","PRJNA729722","GCA_022114995.1"," Chromosome",1011.4,34.8864,"chromosome 1:CM039066.1; chromosome 2:CM039067.1; chromosome 3:CM039068.1; chromosome 4:CM039069.1; chromosome 5:CM039070.1; chromosome 6:CM039071.1; chromosome 7:CM039072.1; chromosome 8:CM039073.1; chromosome 9:CM039074.1; chromosome 10:CM039075.1; chromosome 11:CM039076.1; chromosome 12:CM039077.1; chromosome 13:CM039078.1; chromosome 14:CM039079.1; chromosome 15:CM039080.1; chromosome 16:CM039081.1; chromosome 17:CM039082.1; chromosome 18:CM039083.1; chromosome 19:CM039084.1; chromosome 20:CM039085.1","JAHKKD01",830,0,"2022-02-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/114/995/GCA_022114995.1_ASM2211499v1",
"Glycine max","Eukaryota;Plants;Land Plants","","SAMN12622412","PRJNA561626","GCA_014282185.1"," Chromosome",993.002,34.9322,"chromosome 1:CM024853.1; chromosome 2:CM024854.1; chromosome 3:CM024855.1; chromosome 4:CM024856.1; chromosome 5:CM024857.1; chromosome 6:CM024858.1; chromosome 7:CM024859.1; chromosome 8:CM024860.1; chromosome 9:CM024861.1; chromosome 10:CM024862.1; chromosome 11:CM024863.1; chromosome 12:CM024864.1; chromosome 13:CM024865.1; chromosome 14:CM024866.1; chromosome 15:CM024867.1; chromosome 16:CM024868.1; chromosome 17:CM024869.1; chromosome 18:CM024870.1; chromosome 19:CM024871.1; chromosome 20:CM024872.1","WIWW01",397,0,"2020-08-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/282/185/GCA_014282185.1_WHFS_GmW82_1.0",
"Arabidopsis thaliana","Eukaryota;Plants;Land Plants","","SAMEA5751958","PRJEB31147","GCA_902460265.3"," Chromosome",120.13,36.121,"chromosome 1:LR699745.2; chromosome 2:LR699746.2; chromosome 3:LR699747.2; chromosome 4:LR699748.2; chromosome 5:LR699749.2","CABPTH03",111,0,"2019-08-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/460/265/GCA_902460265.3_Arabidopsis_thaliana_An-1_chrom",
"Oryza sativa","Eukaryota;Plants;Land Plants","","SAMN16115968","PRJNA663050","GCA_018853525.1"," Chromosome",409.523,43.8105,"chromosome 1:CM032093.1; chromosome 2:CM032094.1; chromosome 3:CM032095.1; chromosome 4:CM032096.1; chromosome 5:CM032097.1; chromosome 6:CM032098.1; chromosome 7:CM032099.1; chromosome 8:CM032100.1; chromosome 9:CM032101.1; chromosome 10:CM032102.1; chromosome 11:CM032103.1; chromosome 12:CM032104.1","JACXSC01",103,0,"2021-06-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/853/525/GCA_018853525.1_TN1_rice_v1.0",
"Hordeum vulgare subsp. spontaneum","Eukaryota;Plants;Land Plants","","SAMEA8609700","PRJEB44505","GCA_907165085.1"," Chromosome",4498.6,44.658,"chromosome 1H:OU015701.1; chromosome 2H:OU015702.1; chromosome 3H:OU015703.1; chromosome 4H:OU015704.1; chromosome 5H:OU015705.1; chromosome 6H:OU015706.1; chromosome 7H:OU015707.1","CAJRBJ01",50968,0,"2021-07-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/907/165/085/GCA_907165085.1_OUH206_pseudomolecules_assembly",
"Triticum aestivum","Eukaryota;Plants;Land Plants","","SAMEA7089055","PRJEB39553","GCA_903993795.1"," Chromosome",14538.3,46.0173,"chromosome 1A:LR862508.1; chromosome 1B:LR862509.1; chromosome 1D:LR862510.1; chromosome 2A:LR862511.1; chromosome 2B:LR862512.1; chromosome 2D:LR862513.1; chromosome 3A:LR862514.1; chromosome 3B:LR862515.1; chromosome 3D:LR862516.1; chromosome 4A:LR862517.1; chromosome 4B:LR862518.1; chromosome 4D:LR862519.1; chromosome 5A:LR862520.1; chromosome 5B:LR862521.1; chromosome 5D:LR862522.1; chromosome 6A:LR862523.1; chromosome 6B:LR862524.1; chromosome 6D:LR862525.1; chromosome 7A:LR862526.1; chromosome 7B:LR862527.1; chromosome 7D:LR862528.1","CAJEVU01",138393,0,"2020-08-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/993/795/GCA_903993795.1_10wheat_assembly_jagger",
"Zea mays","Eukaryota;Plants;Land Plants","","SAMEA5313310","PRJEB31061","GCA_902167115.1"," Chromosome",2273.84,46.5726,"chromosome 1:LR620667.1; chromosome 2:LR620668.1; chromosome 3:LR620669.1; chromosome 4:LR620670.1; chromosome 5:LR620671.1; chromosome 6:LR620672.1; chromosome 7:LR620673.1; chromosome 8:LR620674.1; chromosome 9:LR620675.1; chromosome 10:LR620676.1","CABHLH01",1398,0,"2020-01-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/167/115/GCA_902167115.1_Zm-Ki11-REFERENCE-NAM-1.0",
"Solanum tuberosum","Eukaryota;Plants;Land Plants","","SAMN08689152","PRJNA438035","GCA_010127505.1"," Chromosome",772.253,37.2015,"chromosome 1:CM020965.1; chromosome 2:CM020966.1; chromosome 3:CM020967.1; chromosome 4:CM020968.1; chromosome 5:CM020969.1; chromosome 6:CM020970.1; chromosome 7:CM020971.1; chromosome 8:CM020972.1; chromosome 9:CM020973.1; chromosome 10:CM020974.1; chromosome 11:CM020975.1; chromosome 12:CM020976.1","QNVN01",12,0,"2020-02-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/127/505/GCA_010127505.1_ASM1012750v1",
"Oryza rufipogon","Eukaryota;Plants;Land Plants","","SAMEA1531231","PRJEB29274","GCA_900609375.1","Contig",0.418576,43.4,,"UXCA01",72,0,"2019-01-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/609/375/GCA_900609375.1_Draft_mitochondrial_genome_of_wild_rice_W1747",
"Cucumis sativus","Eukaryota;Plants;Land Plants","B10","SAMN04103735","PRJNA296786","GCA_001483825.3","Contig",342.288,44,,"LKUO03",8035,0,"2015-12-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/483/825/GCA_001483825.3_B10v3",
"Cannabis sativa","Eukaryota;Plants;Land Plants","","SAMN04145446","PRJNA297710","GCA_001509995.1","Scaffold",285.933,32.9,,"LKUB01",175088,0,"2016-01-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/509/995/GCA_001509995.1_Chemdog91_175268",
"Raphanus sativus","Eukaryota;Plants;Land Plants","","SAMD00011068","PRJDB707","GCA_001047155.1","Scaffold",383.105,39.6,,"BAOO01",40123,0,"2015-06-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/047/155/GCA_001047155.1_Rsativus_build1.00",
"Solanum verrucosum","Eukaryota;Plants;Land Plants","","SAMEA104077226","PRJEB21119","GCA_900185265.1","Scaffold",729.31,34,,"FYAF01",224108,0,"2018-05-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/185/265/GCA_900185265.1_discovar-mp-dt",
"Solanum verrucosum","Eukaryota;Plants;Land Plants","","SAMEA104077226","PRJEB21127","GCA_900185145.1","Scaffold",730.142,34,,"FYAA01",224100,0,"2018-05-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/185/145/GCA_900185145.1_discovar-mp-dt-bn",
"Raphanus sativus","Eukaryota;Plants;Land Plants","","SAMD00201348","PRJDB9233","GCA_010725405.1","Contig",768.106,36.2,,"BLLE01",3810,0,"2020-02-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/725/405/GCA_010725405.1_RSAskr_r1.0",
"Cucumis sativus","Eukaryota;Plants;Land Plants","","SAMN02981244","PRJNA40333","GCA_000224045.1","Scaffold",323.986,39.5,,"ACYN01",13113,0,"2011-08-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/224/045/GCA_000224045.1_CSB10A_v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/224/045/GCF_000224045.1_CSB10A_v1"
"Oryza rufipogon","Eukaryota;Plants;Land Plants","","SAMEA1531378","PRJEB29274","GCA_900609635.1","Contig",0.437219,43.3,,"UXDC01",115,0,"2019-01-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/609/635/GCA_900609635.1_Draft_mitochondrial_genome_of_wild_rice_W3085",
"Solanum tuberosum","Eukaryota;Plants;Land Plants","","SAMN17059160","PRJNA684565","GCA_022337925.1","Scaffold",882.592,34.8,,"JAKMHT01",73260,0,"2022-02-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/337/925/GCA_022337925.1_dipPot-DW84-1457-asm",
"Zea mays","Eukaryota;Plants;Land Plants","","SAMEA5313312","PRJEB31061","GCA_902166995.1"," Chromosome",2184.33,46.7971,"chromosome 1:LR611700.1; chromosome 2:LR611701.1; chromosome 3:LR611702.1; chromosome 4:LR611703.1; chromosome 5:LR611704.1; chromosome 6:LR611705.1; chromosome 7:LR611706.1; chromosome 8:LR611707.1; chromosome 9:LR611708.1; chromosome 10:LR611709.1","CABHKW01",796,0,"2020-01-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/166/995/GCA_902166995.1_Zm-M162W-REFERENCE-NAM-1.0",
