TaxID,Superkingdom,Phylum,Family,Genus,Species,Strain,BioProject,BioSample,Genome.id,Assembly,Mitochondrion.id,Scaffolds,Genome.size,Genome.GC,Genome.CDS,Mitochondrion.size,Mitochondrion.GC,Mitochondrion.CDS,size.ratio,GenBank.FTP
1608454,Eukaryota,Chordata,Cyprinidae,Sinocyclocheilus,Sinocyclocheilus anshuiensis,Anshui,PRJNA316320,SAMN03320099,mitochondrion MT:NC_027169.1/,GCA_001515605.1,MT:NC_027168.1/,85682,1632.72,38.0001,68474,0.016588,42.8322,13,98427.77912,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/515/605/GCA_001515605.1_SAMN03320099.WGS_v1.1
1608454,Eukaryota,Chordata,Cyprinidae,Sinocyclocheilus,Sinocyclocheilus anshuiensis,Anshui,PRJNA316320,SAMN03320099,mitochondrion MT:NC_027169.1/,GCA_001515605.1,MT:NC_027169.1/,85682,1632.72,38.0001,68474,0.016618,44.5661,13,98250.09026,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/515/605/GCA_001515605.1_SAMN03320099.WGS_v1.1
7461,Eukaryota,Arthropoda,Apidae,Apis,Apis cerana,Korean,PRJNA324433,SAMN02592885,mitochondrion MT:NC_014295.1/,GCA_001442555.1,MT:NC_014295.1/,2431,228.332,34.8987,20933,0.015895,16.0428,13,14365.02045,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/442/555/GCA_001442555.1_ACSNU-2.0
7998,Eukaryota,Chordata,Ictaluridae,Ictalurus,Ictalurus punctatus,,PRJNA327588,SAMN03486842,chromosome 1:NC_030416.1/CM004414.1; chromosome 2:NC_030417.1/CM004415.1; chromosome 3:NC_030418.1/CM004416.1; chromosome 5:NC_030420.1/CM004418.1; chromosome 6:NC_030421.1/CM004419.1; chromosome 7:NC_030422.1/CM004420.1; chromosome 8:NC_030423.1/CM004421.1; chromosome 9:NC_030424.1/CM004422.1; chromosome 10:NC_030425.1/CM004423.1; chromosome 11:NC_030426.1/CM004424.1; chromosome 12:NC_030427.1/CM004425.1; chromosome 13:NC_030428.1/CM004426.1; chromosome 14:NC_030429.1/CM004427.1; chromosome 15:NC_030430.1/CM004428.1; chromosome 16:NC_030431.1/CM004429.1; chromosome 17:NC_030432.1/CM004430.1; chromosome 18:NC_030433.1/CM004431.1; chromosome 19:NC_030434.1/CM004432.1; chromosome 20:NC_030435.1/CM004433.1; chromosome 21:NC_030436.1/CM004434.1; chromosome 22:NC_030437.1/CM004435.1; chromosome 23:NC_030438.1/CM004436.1; chromosome 24:NC_030439.1/CM004437.1; chromosome 25:NC_030440.1/CM004438.1; chromosome 26:NC_030441.1/CM004439.1; chromosome 27:NC_030442.1/CM004440.1; chromosome 28:NC_030443.1/CM004441.1; chromosome 29:NC_030444.1/CM004442.1; chromosome X:NC_030419.1/CM004417.1; chromosome Y:NC_061155.1/CM014015.1; mitochondrion MT:NC_003489.1/,GCA_001660625.2,MT:NC_003489.1/,9976,821.768,39.8419,50924,0.016497,44.6202,13,49813.17815,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/660/625/GCA_001660625.2_IpCoco_1.2
8355,Eukaryota,Chordata,Pipidae,Xenopus,Xenopus laevis,J_2021,PRJNA338693,SAMN18035302,chromosome 1L:NC_054371.1/CM030340.1; chromosome 1S:NC_054372.1/CM030341.1; chromosome 2L:NC_054373.1/CM030342.1; chromosome 2S:NC_054374.1/CM030343.1; chromosome 3L:NC_054375.1/CM030344.1; chromosome 3S:NC_054376.1/CM030345.1; chromosome 4L:NC_054377.1/CM030346.1; chromosome 4S:NC_054378.1/CM030347.1; chromosome 5L:NC_054379.1/CM030348.1; chromosome 5S:NC_054380.1/CM030349.1; chromosome 6L:NC_054381.1/CM030350.1; chromosome 6S:NC_054382.1/CM030351.1; chromosome 7L:NC_054383.1/CM030352.1; chromosome 7S:NC_054384.1/CM030353.1; chromosome 8L:NC_054385.1/CM030354.1; chromosome 8S:NC_054386.1/CM030355.1; chromosome 9_10L:NC_054387.1/CM030356.1; chromosome 9_10S:NC_054388.1/CM030357.1; mitochondrion MT:NC_001573.1/,GCA_017654675.1,MT:NC_001573.1/,55,2742.47,39.3485,72913,0.017553,36.9851,13,156239.3893,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/654/675/GCA_017654675.1_Xenopus_laevis_v10.1
8355,Eukaryota,Chordata,Pipidae,Xenopus,Xenopus laevis,J,PRJNA338693,SAMN04518361,chromosome 1L:CM004466.1; chromosome 1S:CM004467.1; chromosome 2L:CM004468.1; chromosome 2S:CM004469.1; chromosome 3L:CM004470.1; chromosome 3S:CM004471.1; chromosome 4L:CM004472.1; chromosome 4S:CM004473.1; chromosome 5L:CM004474.1; chromosome 5S:CM004475.1; chromosome 6L:CM004476.1; chromosome 6S:CM004477.1; chromosome 7L:CM004478.1; chromosome 7S:CM004479.1; chromosome 8L:CM004480.1; chromosome 8S:CM004481.1; chromosome 9_10L:CM004482.1; chromosome 9_10S:CM004483.1,GCA_001663975.1,MT:NC_001573.1/,108033,2718.43,40.062,47732,0.017553,36.9851,13,154869.8228,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/663/975/GCA_001663975.1_Xenopus_laevis_v2
61621,Eukaryota,Chordata,Cercopithecidae,Rhinopithecus,Rhinopithecus bieti,Rb0,PRJNA339282,SAMN02786331,mitochondrion MT:NC_015486.1/,GCA_001698545.1,MT:NC_015486.1/,105032,2977.07,41.5,49595,0.016551,38.3965,13,179872.5153,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/698/545/GCA_001698545.1_ASM169854v1
391341,Eukaryota,Chordata,Emydidae,Malaclemys,Malaclemys terrapin terrapin,,PRJNA339452,SAMN05591378,mitochondrion MT:KX774423.1,GCA_001728815.2,MT:KX774423.1,21684,2439.75,44.5,13,0.016717,39.0142,13,145944.2484,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/728/815/GCA_001728815.2_terp_v2_2
9925,Eukaryota,Chordata,Bovidae,Capra,Capra hircus,,PRJNA340281,SAMN03863711,chromosome 1:NC_030808.1/CM004562.1; chromosome 2:NC_030809.1/CM004563.1; chromosome 3:NC_030810.1/CM004564.1; chromosome 4:NC_030811.1/CM004565.1; chromosome 5:NC_030812.1/CM004566.1; chromosome 6:NC_030813.1/CM004567.1; chromosome 7:NC_030814.1/CM004568.1; chromosome 8:NC_030815.1/CM004569.1; chromosome 9:NC_030816.1/CM004570.1; chromosome 10:NC_030817.1/CM004571.1; chromosome 11:NC_030818.1/CM004572.1; chromosome 12:NC_030819.1/CM004573.1; chromosome 13:NC_030820.1/CM004574.1; chromosome 14:NC_030821.1/CM004575.1; chromosome 15:NC_030822.1/CM004576.1; chromosome 16:NC_030823.1/CM004577.1; chromosome 17:NC_030824.1/CM004578.1; chromosome 18:NC_030825.1/CM004579.1; chromosome 19:NC_030826.1/CM004580.1; chromosome 20:NC_030827.1/CM004581.1; chromosome 21:NC_030828.1/CM004582.1; chromosome 22:NC_030829.1/CM004583.1; chromosome 23:NC_030830.1/CM004584.1; chromosome 24:NC_030831.1/CM004585.1; chromosome 25:NC_030832.1/CM004586.1; chromosome 26:NC_030833.1/CM004587.1; chromosome 27:NC_030834.1/CM004588.1; chromosome 28:NC_030835.1/CM004589.1; chromosome 29:NC_030836.1/CM004590.1; mitochondrion MT:NC_005044.2/,GCA_001704415.1,MT:NC_005044.2/,29907,2922.81,43.1505,42687,0.016643,39.1276,13,175617.9775,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/704/415/GCA_001704415.1_ARS1
224129,Eukaryota,Arthropoda,Buprestidae,Agrilus,Agrilus planipennis,EAB-ADULT,PRJNA343475,SAMN02439909,mitochondrion MT:NC_030758.1/,GCA_000699045.2,MT:NC_030758.1/,3613,353.073,35.9996,22159,0.015942,28.1019,13,22147.34663,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/699/045/GCA_000699045.2_Apla_2.0
125878,Eukaryota,Chordata,Dicroglossidae,Nanorana,Nanorana parkeri,BGI_ZX_2015,PRJNA344660,SAMN02720813,mitochondrion MT:NC_026789.1/,GCA_000935625.1,MT:NC_026789.1/,25188,2053.87,42.7,24758,0.017837,42.1315,13,115146.6054,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/935/625/GCA_000935625.1_ASM93562v1
8187,Eukaryota,Chordata,Centropomidae,Lates,Lates calcarifer,ASB-BC8,PRJNA345597,SAMN04026617,mitochondrion MT:NC_007439.1/,GCA_001640805.1,MT:NC_007439.1/,3808,668.481,40.8001,45223,0.016535,46.0417,13,40428.24312,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/640/805/GCA_001640805.1_ASM164080v1
217634,Eukaryota,Arthropoda,Cerambycidae,Anoplophora,Anoplophora glabripennis,ALB-LARVAE,PRJNA348318,SAMN02222868,mitochondrion MT:NC_008221.1/,GCA_000390285.2,MT:NC_008221.1/,9867,706.969,33.3997,20632,0.015774,21.6686,13,44818.62559,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/390/285/GCA_000390285.2_Agla_2.0
174628,Eukaryota,Arthropoda,Tephritidae,Bactrocera,Bactrocera latifrons,USDA-ARS-PBARC rearing strain,PRJNA351211,SAMN05727007,mitochondrion MT:NC_029466.1/,GCA_001853355.1,MT:NC_029466.1/,3306,462.505,37.0997,22638,0.015977,28.8915,13,28948.1755,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/853/355/GCA_001853355.1_ASM185335v1
7038,Eukaryota,Arthropoda,Aleyrodidae,Bemisia,Bemisia tabaci,MEAM1,PRJNA352527,SAMN04500967,mitochondrion MT:NC_006279.1/,GCA_001854935.1,MT:NC_006279.1/,19751,615.017,39.8996,22737,0.015322,24.3245,13,40139.47265,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/854/935/GCA_001854935.1_ASM185493v1
215358,Eukaryota,Chordata,Sciaenidae,Larimichthys,Larimichthys crocea,SSNF,PRJNA354443,SAMN03092871,chromosome I:NC_040011.1/CM011615.1; chromosome II:NC_040012.1/CM011616.1; chromosome III:NC_040013.1/CM011617.1; chromosome IV:NC_040014.1/CM011618.1; chromosome V:NC_040015.1/CM011619.1; chromosome VI:NC_040016.1/CM011620.1; chromosome VII:NC_040017.1/CM011621.1; chromosome VIII:NC_040018.1/CM011622.1; chromosome IX:NC_040019.1/CM011623.1; chromosome X:NC_040020.1/CM011624.1; chromosome XI:NC_040021.1/CM011625.1; chromosome XII:NC_040022.1/CM011626.1; chromosome XIII:NC_040023.1/CM011627.1; chromosome XIV:NC_040024.1/CM011628.1; chromosome XV:NC_040025.1/CM011629.1; chromosome XVI:NC_040026.1/CM011630.1; chromosome XVII:NC_040027.1/CM011631.1; chromosome XVIII:NC_040028.1/CM011632.1; chromosome XIX:NC_040029.1/CM011633.1; chromosome XX:NC_040030.1/CM011634.1; chromosome XXI:NC_040031.1/CM011635.1; chromosome XXII:NC_040032.1/CM011636.1; chromosome XXIII:NC_040033.1/CM011637.1; chromosome XXIV:NC_040034.1/CM011638.1; mitochondrion MT:NC_011710.1/,GCA_000972845.2,MT:NC_011710.1/,9998,657.94,41.3589,46335,0.016466,46.9877,13,39957.48816,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/972/845/GCA_000972845.2_L_crocea_2.0
8128,Eukaryota,Chordata,Cichlidae,Oreochromis,Oreochromis niloticus,F11D_XX,PRJNA354796,SAMN05859795,linkage group LG1:NC_031965.2/CM007481.2; linkage group LG2:NC_031966.2/CM007482.2; linkage group LG4:NC_031969.2/CM007485.2; linkage group LG5:NC_031970.2/CM007486.2; linkage group LG6:NC_031971.2/CM007487.2; linkage group LG7:NC_031972.2/CM007488.2; linkage group LG8:NC_031973.2/CM007489.2; linkage group LG9:NC_031974.2/CM007490.2; linkage group LG10:NC_031975.2/CM007491.2; linkage group LG11:NC_031976.2/CM007492.2; linkage group LG12:NC_031977.2/CM007493.2; linkage group LG13:NC_031978.2/CM007494.2; linkage group LG14:NC_031979.2/CM007495.2; linkage group LG15:NC_031980.2/CM007496.2; linkage group LG16:NC_031987.2/CM007497.2; linkage group LG17:NC_031981.2/CM007498.2; linkage group LG18:NC_031982.2/CM007499.2; linkage group LG19:NC_031983.2/CM007500.2; linkage group LG20:NC_031984.2/CM007501.2; linkage group LG22:NC_031985.2/CM007502.2; linkage group LG23:NC_031986.2/CM007503.2; linkage group LG3:NC_031967.2/CM007483.2; mitochondrion MT:NC_013663.1/,GCA_001858045.3,MT:NC_013663.1/,2460,1005.68,40.7187,61679,0.016627,45.817,13,60484.75371,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/858/045/GCA_001858045.3_O_niloticus_UMD_NMBU
9691,Eukaryota,Chordata,Felidae,Panthera,Panthera pardus,Maewha,PRJNA355165,SAMN04347630,mitochondrion MT:NC_010641.1/,GCA_001857705.1,MT:NC_010641.1/,50377,2578.02,41.9,57954,0.016964,41.1165,13,151970.0542,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/857/705/GCA_001857705.1_PanPar1.0
8502,Eukaryota,Chordata,Crocodylidae,Crocodylus,Crocodylus porosus,Cpor-Errol,PRJNA357059,SAMN03102602,mitochondrion MT:NC_008143.1/,GCA_001723895.1,MT:NC_008143.1/,70,2049.54,44.2,28676,0.016916,43.0953,13,121159.8487,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/723/895/GCA_001723895.1_CroPor_comp1
94835,Eukaryota,Chordata,Gavialidae,Gavialis,Gavialis gangeticus,Ggan-Ray,PRJNA357062,SAMN03102901,mitochondrion MT:NC_008241.1/,GCA_001723915.1,MT:NC_008241.1/,81,2640.79,45.5,27294,0.017185,41.4664,13,153668.3154,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/723/915/GCA_001723915.1_GavGan_comp1
186990,Eukaryota,Chordata,Hipposideridae,Hipposideros,Hipposideros armiger,ML-2016,PRJNA357596,SAMN03177460,mitochondrion MT:NC_018540.1/,GCA_001890085.1,MT:NC_018540.1/,7571,2236.58,42.2,45831,0.016784,41.903,13,133256.673,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/890/085/GCA_001890085.1_ASM189008v1
7741,Eukaryota,Chordata,Branchiostomidae,Branchiostoma,Branchiostoma belcheri,BF01,PRJNA358734,SAMN04869859,mitochondrion MT:NC_004537.1/,GCA_001625305.1,MT:NC_004537.1/,2308,426.124,41.3998,34675,0.015076,35.268,13,28265.05704,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/625/305/GCA_001625305.1_Haploidv18h27
109280,Eukaryota,Chordata,Syngnathidae,Hippocampus,Hippocampus comes,QL1,PRJNA359802,SAMN04531611,mitochondrion MT:NC_020336.1/,GCA_001891065.1,MT:NC_020336.1/,37377,493.776,43.6998,41965,0.016525,37.3797,13,29880.54463,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/891/065/GCA_001891065.1_H_comes_QL1_v1
9915,Eukaryota,Chordata,Bovidae,Bos,Bos indicus,QUIL7308,PRJNA360096,SAMN02953802,chromosome 1:NC_032650.1/CM003021.1; chromosome 2:NC_032651.1/CM003022.1; chromosome 3:NC_032652.1/CM003023.1; chromosome 4:NC_032653.1/CM003024.1; chromosome 5:NC_032654.1/CM003025.1; chromosome 6:NC_032655.1/CM003026.1; chromosome 7:NC_032656.1/CM003027.1; chromosome 8:NC_032657.1/CM003028.1; chromosome 9:NC_032658.1/CM003029.1; chromosome 10:NC_032659.1/CM003030.1; chromosome 11:NC_032660.1/CM003031.1; chromosome 12:NC_032661.1/CM003032.1; chromosome 13:NC_032662.1/CM003033.1; chromosome 14:NC_032663.1/CM003034.1; chromosome 15:NC_032664.1/CM003035.1; chromosome 16:NC_032665.1/CM003036.1; chromosome 17:NC_032666.1/CM003037.1; chromosome 18:NC_032667.1/CM003038.1; chromosome 19:NC_032668.1/CM003039.1; chromosome 20:NC_032669.1/CM003040.1; chromosome 21:NC_032670.1/CM003041.1; chromosome 22:NC_032671.1/CM003042.1; chromosome 23:NC_032672.1/CM003043.1; chromosome 24:NC_032673.1/CM003044.1; chromosome 25:NC_032674.1/CM003045.1; chromosome 26:NC_032675.1/CM003046.1; chromosome 27:NC_032676.1/CM003047.1; chromosome 28:NC_032677.1/CM003048.1; chromosome 29:NC_032678.1/CM003049.1; chromosome X:NC_032679.1/CM003050.1; chromosome Y:NC_032680.1/CM003051.1; mitochondrion MT:NC_005971.1/,GCA_000247795.2,MT:NC_005971.1/,32,2673.97,42.3689,35992,0.016341,39.4162,13,163635.6404,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/247/795/GCA_000247795.2_Bos_indicus_1.0
8255,Eukaryota,Chordata,Paralichthyidae,Paralichthys,Paralichthys olivaceus,,PRJNA369269,SAMN05817825,mitochondrion MT:NC_002386.1/,GCA_001970005.2,MT:NC_002386.1/,9525,643.911,43.2001,36123,0.01709,46.4599,13,37677.64775,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/970/005/GCA_001970005.2_Flounder_ref_guided_V1.0
9601,Eukaryota,Chordata,Hominidae,Pongo,Pongo abelii,Susie,PRJNA37793,SAMN06275555,chromosome 1:NC_036903.1/CM009262.2; chromosome 2A:NC_036904.1/CM009263.2; chromosome 2B:NC_036905.1/CM009264.2; chromosome 3:NC_036906.1/CM009265.2; chromosome 4:NC_036907.1/CM009266.2; chromosome 5:NC_036908.1/CM009267.2; chromosome 6:NC_036909.1/CM009268.2; chromosome 7:NC_036910.1/CM009269.2; chromosome 8:NC_036911.1/CM009270.2; chromosome 9:NC_036912.1/CM009271.2; chromosome 10:NC_036913.1/CM009272.2; chromosome 11:NC_036914.1/CM009273.2; chromosome 12:NC_036915.1/CM009274.2; chromosome 13:NC_036916.1/CM009275.2; chromosome 14:NC_036917.1/CM009276.2; chromosome 15:NC_036918.1/CM009277.2; chromosome 16:NC_036919.1/CM009278.2; chromosome 17:NC_036920.1/CM009279.2; chromosome 18:NC_036921.1/CM009280.2; chromosome 19:NC_036922.1/CM009281.2; chromosome 20:NC_036923.1/CM009282.2; chromosome 21:NC_036924.1/CM009283.2; chromosome 22:NC_036925.1/CM009284.2; chromosome X:NC_036926.1/CM009285.2; mitochondrion MT:NC_002083.1/,GCA_002880775.3,MT:NC_002083.1/,5300,3065.05,40.8623,49721,0.016499,45.9361,13,185771.865,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/880/775/GCA_002880775.3_Susie_PABv2
259920,Eukaryota,Chordata,Rhincodontidae,Rhincodon,Rhincodon typus,Ralph,PRJNA378405,SAMN04562461,mitochondrion MT:NC_023455.1/,GCA_001642345.2,MT:NC_023455.1/,57334,2931.6,41.8,27896,0.016875,37.1437,13,173724.4444,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/642/345/GCA_001642345.2_ASM164234v2
8019,Eukaryota,Chordata,Salmonidae,Oncorhynchus,Oncorhynchus kisutch,150728-3,PRJNA378663,SAMN05991263,linkage group LG1:NC_034174.2/CM007718.2; linkage group LG2:NC_034175.2/CM007719.2; linkage group LG3:NC_034176.2/CM007720.2; linkage group LG4:NC_034177.2/CM007721.2; linkage group LG5:NC_034178.2/CM007722.2; linkage group LG6:NC_034179.2/CM007723.2; linkage group LG7:NC_034180.2/CM007724.2; linkage group LG8:NC_034181.2/CM007725.2; linkage group LG9:NC_034182.2/CM007726.2; linkage group LG10:NC_034183.2/CM007727.2; linkage group LG11:NC_034184.2/CM007728.2; linkage group LG12:NC_034185.2/CM007729.2; linkage group LG13:NC_034186.2/CM007730.2; linkage group LG14:NC_034187.2/CM007731.2; linkage group LG15:NC_034188.2/CM007732.2; linkage group LG16:NC_034189.2/CM007733.2; linkage group LG17:NC_034190.2/CM007734.2; linkage group LG18:NC_034191.2/CM007735.2; linkage group LG19:NC_034192.2/CM007736.2; linkage group LG20:NC_034193.2/CM007737.2; linkage group LG21:NC_034194.2/CM007738.2; linkage group LG22:NC_034195.2/CM007739.2; linkage group LG23:NC_034196.2/CM007740.2; linkage group LG24:NC_034197.2/CM007741.2; linkage group LG25:NC_034198.2/CM007742.2; linkage group LG26:NC_034199.2/CM007743.2; linkage group LG27:NC_034200.2/CM007744.2; linkage group LG28:NC_034201.2/CM007745.2; linkage group LG29:NC_034202.2/CM007746.2; linkage group LG30:NC_034203.2/CM007747.2; mitochondrion MT:NC_009263.1/CM018699.1,GCA_002021735.2,MT:NC_009263.1/CM018699.1,4087,2375.91,43.5459,89277,0.016659,46.2453,13,142620.2053,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/021/735/GCA_002021735.2_Okis_V2
6954,Eukaryota,Arthropoda,Pyroglyphidae,Dermatophagoides,Dermatophagoides farinae,AD521,PRJNA379991,SAMN06624698,mitochondrion MT:GQ465336.1,GCA_002085665.2,MT:GQ465336.1,1704,91.8917,30.4997,13,0.014266,28.6205,13,6441.308005,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/085/665/GCA_002085665.2_Dfa_Genome_UMICH_USM_1.1
174822,Eukaryota,Arthropoda,Noctuidae,Mamestra,Mamestra configurata,AAFC colony,PRJNA380242,SAMN06637963,mitochondrion MT:CM017530.1,GCA_002192655.2,MT:CM017530.1,86780,571.323,36.9995,26,0.015347,18.616,13,37227.01505,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/192/655/GCA_002192655.2_ASM219265v2
43700,Eukaryota,Chordata,Synbranchidae,Monopterus,Monopterus albus,,PRJNA380265,SAMN06219872,mitochondrion MT:NC_003192.1/,GCA_001952655.1,MT:NC_003192.1/,20622,684.144,41.5001,40334,0.016622,43.9237,13,41158.94598,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/952/655/GCA_001952655.1_M_albus_1.0
48498,Eukaryota,Cnidaria,Merulinidae,Orbicella,Orbicella faveolata,FL,PRJNA381078,SAMN06562666,mitochondrion MT:NC_007226.1/,GCA_002042975.1,MT:NC_007226.1/,1933,485.549,41.8997,32587,0.016138,33.5853,13,30087.30946,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/042/975/GCA_002042975.1_ofav_dov_v1
9880,Eukaryota,Chordata,Cervidae,Odocoileus,Odocoileus virginianus texanus,animal Pink-7,PRJNA384059,SAMN05363940,mitochondrion MT:NC_015247.1/,GCA_002102435.1,MT:NC_015247.1/,17026,2380.51,41.6,48221,0.016477,36.9121,13,144474.7223,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/102/435/GCA_002102435.1_Ovir.te_1.0
38626,Eukaryota,Chordata,Phascolarctidae,Phascolarctos,Phascolarctos cinereus,Bilbo 61053,PRJNA384067,SAMN06198159,mitochondrion MT:NC_008133.1/,GCA_002099425.1,MT:NC_008133.1/,1907,3192.58,39.1,46908,0.016357,36.6938,13,195181.268,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/099/425/GCA_002099425.1_phaCin_unsw_v4.1
150288,Eukaryota,Chordata,Gobiidae,Boleophthalmus,Boleophthalmus pectinirostris,,PRJNA384419,SAMN03201692,mitochondrion MT:NC_016195.1/,GCA_000788275.1,MT:NC_016195.1/,16620,955.752,40.1001,25161,0.017111,43.7847,13,55855.99906,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/788/275/GCA_000788275.1_BP.fa
29058,Eukaryota,Arthropoda,Noctuidae,Helicoverpa,Helicoverpa armigera,Harm_GR_Male_#8,PRJNA388211,SAMN06608624,mitochondrion MT:NC_014668.1/,GCA_002156985.1,MT:NC_014668.1/,998,337.088,37.4992,21035,0.015347,19.0265,13,21964.42301,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/156/985/GCA_002156985.1_Harm_1.0
299123,Eukaryota,Chordata,Estrildidae,Lonchura,Lonchura striata domestica,white83orange57,PRJNA391487,SAMN06283872,,GCA_002197715.1,MT:NC_029475.1/CM016794.1,3014,1060.17,40.4,15317,0.016813,45.102,13,63056.56337,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/197/715/GCA_002197715.1_LonStrDom1
299123,Eukaryota,Chordata,Estrildidae,Lonchura,Lonchura striata domestica,Mets1,PRJNA391487,SAMN11521339,chromosome 1:NC_042565.1/CM016763.1; chromosome 1A:NC_042566.1/CM016792.1; chromosome 2:NC_042567.1/CM016764.1; chromosome 3:NC_042568.1/CM016765.1; chromosome 4:NC_042569.1/CM016766.1; chromosome 4A:NC_042570.1/CM016793.1; chromosome 5:NC_042571.1/CM016767.1; chromosome 6:NC_042572.1/CM016768.1; chromosome 7:NC_042573.1/CM016769.1; chromosome 8:NC_042574.1/CM016770.1; chromosome 9:NC_042575.1/CM016771.1; chromosome 10:NC_042576.1/CM016772.1; chromosome 11:NC_042577.1/CM016773.1; chromosome 12:NC_042578.1/CM016774.1; chromosome 13:NC_042579.1/CM016775.1; chromosome 14:NC_042580.1/CM016776.1; chromosome 15:NC_042581.1/CM016777.1; chromosome 17:NC_042582.1/CM016778.1; chromosome 18:NC_042583.1/CM016779.1; chromosome 19:NC_042584.1/CM016780.1; chromosome 20:NC_042585.1/CM016781.1; chromosome 21:NC_042586.1/CM016782.1; chromosome 22:NC_042587.1/CM016783.1; chromosome 23:NC_042588.1/CM016784.1; chromosome 24:NC_042589.1/CM016785.1; chromosome 25:NC_042590.1/CM016786.1; chromosome 26:NC_042591.1/CM016787.1; chromosome 27:NC_042592.1/CM016788.1; chromosome 28:NC_042593.1/CM016789.1; chromosome 29:NC_042594.1/CM016790.1; chromosome Z:NC_042595.1/CM016791.1; mitochondrion MT:NC_029475.1/CM016794.1,GCA_005870125.1,MT:NC_029475.1/CM016794.1,2015,1060.27,41.8269,29134,0.016813,45.102,13,63062.51115,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/870/125/GCA_005870125.1_lonStrDom2
10047,Eukaryota,Chordata,Muridae,Meriones,Meriones unguiculatus,243,PRJNA391923,SAMN06897401,mitochondrion MT:NC_023263.1/,GCA_002204375.1,MT:NC_023263.1/,68793,2523.12,42.5,38763,0.016351,36.9519,13,154309.8281,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/204/375/GCA_002204375.1_MunDraft-v1.0
7159,Eukaryota,Arthropoda,Culicidae,Aedes,Aedes aegypti,LVP_AGWG,PRJNA392114,SAMN07177802,chromosome 1:NC_035107.1/CM008043.1; chromosome 2:NC_035108.1/CM008044.1; chromosome 3:NC_035109.1/CM008045.1; mitochondrion MT:NC_035159.1/MF194022.1,GCA_002204515.1,MT:NC_035159.1/MF194022.1,2310,1278.73,38.1667,28317,0.01679,21.0363,13,76160.21441,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/204/515/GCA_002204515.1_AaegL5.0
136037,Eukaryota,Arthropoda,Termopsidae,Zootermopsis,Zootermopsis nevadensis,,PRJNA396924,SAMN02146280,mitochondrion MT:NC_024658.1/,GCA_000696155.1,MT:NC_024658.1/,31663,485.025,38.5997,30187,0.015444,30.6592,13,31405.40016,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/696/155/GCA_000696155.1_ZooNev1.0
13164,Eukaryota,Arthropoda,Aphididae,Myzus,Myzus persicae,clone G006,PRJNA397782,SAMN04909046,mitochondrion MT:NC_029727.1/,GCA_001856785.1,MT:NC_029727.1/,4021,347.313,30.0993,23910,0.017382,15.8612,13,19981.18744,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/856/785/GCA_001856785.1_MPER_G0061.0
